0,1,2
1811,5150,3267
1812,5550,3087
1813,5304,2883
1814,5565,2953
1815,5133,2987
1816,5499,2971
1817,5072,2987
1818,5601,2993
1819,5294,2977
1820,5593,3076
1821,5159,2970
1822,5510,2838
1823,5059,2963
1824,5734,3079
1825,5063,3070
1826,5793,2931
1827,5237,3082
1828,5664,3048
1829,5319,2906
1830,5621,2848
1831,5194,2870
1832,5575,2867
1833,5250,2936
1834,5647,2844
1835,5485,2889
1836,5898,3074
1837,5318,2883
1838,5671,2885
1839,5194,2968
1840,5635,2933
1841,5264,2934
1842,5679,2889
1843,5256,3000
1844,5614,3006
1845,5308,3004
1846,5745,2981
1847,5229,2908
1848,5691,3090
1849,5294,3608
1850,5610,2971
1851,5092,2951
1852,5694,3084
1853,5541,2898
1854,5615,2877
1855,5156,3010
1856,5671,2950
1857,5261,2932
1858,5518,2955
1859,5141,2920
1860,5597,2910
1861,5198,2915
1862,5766,3049
1863,5364,3012
1864,5730,2992
1865,5246,3163
1866,5619,3036
1867,5332,2931
1868,5798,2926
1869,5113,2892
1870,5705,3131
1871,5219,2922
1872,5600,3054
1873,5425,3322
1874,5673,3038
1875,5193,3006
1876,5566,3006
1877,5268,3046
1878,5744,3040
1879,5369,2939
1880,5850,2916
1881,5342,2885
1882,5744,2950
1883,5277,2957
1884,5777,4287
1885,5271,2942
1886,5615,3000
1887,5227,2990
1888,6286,3082
1889,5282,2995
1890,5795,2926
1891,5329,3166
1892,5681,2997
1893,5210,2932
1894,5942,2939
1895,5283,2935
1896,5736,3219
1897,5551,3005
1898,5628,2976
1899,5163,3051
1900,5804,3017
1901,5468,2993
1902,6008,2939
1903,5425,2944
1904,5821,3117
1905,5318,3016
1906,5817,3058
1907,5269,2999
1908,5859,3086
1909,5491,3180
1910,6121,2958
1911,5356,2957
1912,5801,2931
1913,5325,3116
1914,5733,3519
1915,5422,3213
1916,5992,3219
1917,5502,2994
1918,5829,2979
1919,5542,3087
1920,5844,2988
1921,5507,3011
1922,5957,3179
1923,5549,3180
1924,5832,3038
1925,5673,2977
1926,5985,3002
1927,5521,3164
1928,5804,2987
1929,5419,2988
1930,5965,2993
1931,5684,3005
1932,5994,3345
1933,5464,3063
1934,5929,3097
1935,5883,2993
1936,6096,3051
1937,5487,3273
1938,5901,3929
1939,5265,3138
1940,5819,3111
1941,5918,3131
1942,5943,3091
1943,5434,3152
1944,6122,3084
1945,5593,3134
1946,5765,3100
1947,5525,3169
1948,5874,3130
1949,5519,3084
1950,6207,3058
1951,5608,3017
1952,6031,3191
1953,5635,3158
1954,6036,3182
1955,5461,3040
1956,5943,3063
1957,5652,3283
1958,5915,3144
1959,5452,3081
1960,6093,3083
1961,5689,3043
1962,5973,3180
1963,5675,3111
1964,5963,3175
1965,5858,3111
1966,6021,3160
1967,5716,3118
1968,6157,3199
1969,5751,3123
1970,5869,3066
1971,5727,3193
1972,6044,3321
1973,5797,3146
1974,6011,3058
1975,5459,3027
1976,6080,3065
1977,5638,3265
1978,5864,3147
1979,5749,3071
1980,6048,3088
1981,5521,3132
1982,6082,3242
1983,5613,3068
1984,5861,3063
1985,5613,3076
1986,6009,3181
1987,5622,3317
1988,5949,3080
1989,5828,3052
1990,6233,3143
1991,5977,3195
1992,6455,3357
1993,5765,3082
1994,6075,3190
1995,5782,3181
1996,6110,3177
1997,5656,3225
1998,6041,3197
1999,5838,3199
2000,6184,3120
2001,5732,3189
2002,6096,3342
2003,5894,3190
2004,5827,3114
2005,5738,3422
2006,6068,3908
2007,5674,3301
2008,6183,3355
2009,5788,3375
2010,6198,3130
2011,5804,3197
2012,5981,3243
2013,5716,3190
2014,6317,3246
2015,5722,3203
2016,6167,3234
2017,5838,3141
2018,6235,3163
2019,5700,3334
2020,6115,3192
2021,5616,3188
2022,6076,3202
2023,5923,3199
2024,6548,3153
2025,5768,3174
2026,6056,3353
2027,5900,3206
2028,6316,3152
2029,5843,3175
2030,6160,3207
2031,5828,3263
2032,6177,3146
2033,5864,3270
2034,6263,3153
2035,5768,3164
2036,5881,3459
2037,5763,3261
2038,6448,3164
2039,5590,3172
2040,6052,3345
2041,5757,3400
2042,6296,3508
2043,5682,3387
2044,6115,3576
2045,5774,3284
2046,6022,3403
2047,5735,3237
2048,6233,3404
2049,5784,3171
2050,6195,3246
2051,5864,3251
2052,6211,3255
2053,5720,3866
2054,6087,3216
2055,5860,3358
2056,5811,3284
2057,5680,3249
2058,6193,3219
2059,5755,3259
2060,6218,3289
2061,6232,3265
2062,6120,3297
2063,5750,3163
2064,6493,3328
2065,5665,3503
2066,6879,3206
2067,6163,3255
2068,6139,3261
2069,5780,3201
2070,6344,3274
2071,5788,3274
2072,6114,3442
2073,5787,3272
2074,6196,3281
2075,5793,3319
2076,5855,3330
2077,5904,3385
2078,6813,3310
2079,6101,3386
2080,6360,3289
2081,6025,3281
2082,6454,3221
2083,6010,3285
2084,6758,3529
2085,6025,3226
2086,6664,3294
2087,5963,3296
2088,6443,3274
2089,6159,3416
2090,6387,3345
2091,5875,3417
2092,6231,3408
2093,5803,3461
2094,6189,3424
2095,5926,3274
2096,5802,3463
2097,5927,3309
2098,6444,3244
2099,5949,3291
2100,6411,3347
2101,6014,3375
2102,6221,3445
2103,5833,3391
2104,6477,3366
2105,5943,3278
2106,6224,3509
2107,6003,3233
2108,6514,3351
2109,6070,3265
2110,6448,3465
2111,6261,3305
2112,5913,3299
2113,5948,3377
2114,6446,3280
2115,6132,3432
2116,6040,3390
2117,6031,3459
2118,6306,3363
2119,6078,3530
2120,6336,3414
2121,5951,3315
2122,6375,3499
2123,6111,3371
2124,6549,3453
2125,6017,3286
2126,6419,3362
2127,6248,3354
2128,6693,3469
2129,6053,3582
2130,6507,3294
2131,6184,3412
2132,6448,3300
2133,6175,3377
2134,6308,3800
2135,6329,3325
2136,6167,3508
2137,5944,3283
2138,6379,3554
2139,6135,3314
2140,6066,3355
2141,5935,3415
2142,6355,3377
2143,6065,3464
2144,6474,3315
2145,6059,3530
2146,6334,3547
2147,6068,3507
2148,6289,3465
2149,5971,3437
2150,6493,3512
2151,6662,3421
2152,6542,3589
2153,6237,3522
2154,6572,3610
2155,6240,3676
2156,6336,3982
2157,6199,3480
2158,6450,3363
2159,6210,3545
2160,6888,3371
2161,6172,3554
2162,6026,3313
2163,6176,3463
2164,6314,3420
2165,6164,3419
2166,6578,3363
2167,6341,3453
2168,6167,3529
2169,6027,3455
2170,6440,3613
2171,6207,3408
2172,6742,3443
2173,6002,3362
2174,6531,3426
2175,6199,3401
2176,6714,3467
2177,6091,3538
2178,6493,3440
2179,6419,3471
2180,6282,3452
2181,6082,3511
2182,6550,3450
2183,6184,3453
2184,6317,3489
2185,6115,3518
2186,6553,3494
2187,6188,3477
2188,6193,3465
2189,6098,3734
2190,6845,3543
2191,6103,3526
2192,6177,3475
2193,6134,3491
2194,6093,3427
2195,6100,3636
2196,6599,3493
2197,6199,3633
2198,6078,3535
2199,6209,3413
2200,6185,3469
2201,6314,3403
2202,6443,3477
2203,6095,3489
2204,6331,3684
2205,6136,3484
2206,6844,3590
2207,6189,3481
2208,6845,3424
2209,6405,3483
2210,6832,3463
2211,6218,3504
2212,6310,3532
2213,6316,3671
2214,6864,3436
2215,6346,3655
2216,6477,3502
2217,6380,3650
2218,6692,3618
2219,6155,3573
2220,6079,3644
2221,6248,3547
2222,6745,3515
2223,6331,3405
2224,6204,3755
2225,6303,3504
2226,6618,3684
2227,6312,3507
2228,7019,3473
2229,6388,3490
2230,6339,3505
2231,6420,3451
2232,6252,3521
2233,7340,3683
2234,6763,3631
2235,6179,3973
2236,6836,3545
2237,6420,3666
2238,6725,3537
2239,6499,3543
2240,6533,3467
2241,6330,3529
2242,6673,3568
2243,6254,3563
2244,6550,3694
2245,6375,3544
2246,6779,3751
2247,6435,3501
2248,6444,3642
2249,6524,3549
2250,6824,3615
2251,6359,3505
2252,6362,3569
2253,6435,3618
2254,6976,3535
2255,6174,3699
2256,6356,3586
2257,6304,3803
2258,6836,3506
2259,6245,3670
2260,6556,3614
2261,6414,3497
2262,6784,3612
2263,6400,3562
2264,6477,3635
2265,6333,3580
2266,6755,3793
2267,6491,3568
2268,6597,3793
2269,6484,3605
2270,6369,3829
2271,6356,3511
2272,7091,3643
2273,6520,3616
2274,6901,3524
2275,6671,3553
2276,6508,3582
2277,6493,3650
2278,7066,3583
2279,6469,3645
2280,6845,3584
2281,6641,3753
2282,7008,3743
2283,6478,3498
2284,6626,3657
2285,6589,3722
2286,6811,3757
2287,6551,3740
2288,6674,3627
2289,6532,3711
2290,6499,3585
2291,6527,3570
2292,6728,3785
2293,6488,3606
2294,7034,3933
2295,6564,4086
2296,6487,4000
2297,6594,3695
2298,6532,3792
2299,6354,3664
2300,6321,3757
2301,6611,3638
2302,7006,4035
2303,6920,3626
2304,6449,3655
2305,6377,3560
2306,6855,3671
2307,6539,3666
2308,6784,3741
2309,6598,3937
2310,6981,3665
2311,6603,3794
2312,7736,3666
2313,6701,3833
2314,6959,3721
2315,6429,3851
2316,6635,3697
2317,6675,3692
2318,6881,3653
2319,6630,3647
2320,6545,3695
2321,6634,3700
2322,6536,3662
2323,6401,3670
2324,6775,3854
2325,6746,3675
2326,7137,3807
2327,6677,4049
2328,6697,3945
2329,6610,3737
2330,6642,3874
2331,6624,3820
2332,6723,3767
2333,6697,3675
2334,6820,3736
2335,6647,3933
2336,6586,3709
2337,6712,3723
2338,6870,3685
2339,6654,3734
2340,6869,3723
2341,6737,3798
2342,6923,3689
2343,6770,3667
2344,6718,3624
2345,6740,3705
2346,7150,3718
2347,6747,3948
2348,6632,3813
2349,6707,3864
2350,8589,3708
2351,6602,3868
2352,7152,3711
2353,7046,3775
2354,6625,3711
2355,6522,3738
2356,6709,3643
2357,7279,3703
2358,6647,3754
2359,6675,3744
2360,6637,3689
2361,6486,3768
2362,7068,3749
2363,6606,3730
2364,6883,3879
2365,6962,3720
2366,6744,3873
2367,6844,3723
2368,6636,3836
2369,6673,3740
2370,6965,3868
2371,6658,3741
2372,6868,3685
2373,6802,3697
2374,7458,3751
2375,6821,3738
2376,6586,3791
2377,6740,3763
2378,6670,3782
2379,6579,3722
2380,6620,3737
2381,6693,4002
2382,7070,3741
2383,6585,3751
2384,6659,3728
2385,6612,4122
2386,7254,3751
2387,6931,3860
2388,7266,3822
2389,7601,3943
2390,7145,3760
2391,6848,3839
2392,6754,3813
2393,6693,3816
2394,7455,3766
2395,6828,3936
2396,6926,3864
2397,6894,3991
2398,7227,3770
2399,6796,3804
2400,6873,3912
2401,6772,3936
2402,7193,3742
2403,6808,3895
2404,6847,3814
2405,6892,3808
2406,7326,3812
2407,7071,3849
2408,6933,3826
2409,6971,3814
2410,7054,3862
2411,6971,3792
2412,7093,3816
2413,6798,3780
2414,7246,3787
2415,6775,3800
2416,6664,4297
2417,6852,3793
2418,6950,3897
2419,6855,3813
2420,7172,4006
2421,6687,3841
2422,7008,3904
2423,7038,3809
2424,6906,4248
2425,6800,4102
2426,7350,3994
2427,7076,3870
2428,6957,4093
2429,7180,3849
2430,7264,4042
2431,6834,3784
2432,6831,3973
2433,6816,3935
2434,7076,3875
2435,7069,3863
2436,7118,4033
2437,7030,3800
2438,7142,3982
2439,6799,3856
2440,6866,4064
2441,6816,3784
2442,7674,3979
2443,6936,3864
2444,7001,4071
2445,6917,3873
2446,6861,4029
2447,7063,3884
2448,7064,4021
2449,6963,3891
2450,7649,4202
2451,7072,4006
2452,6736,4163
2453,6937,3972
2454,7196,4083
2455,7060,4001
2456,7102,4115
2457,7050,4169
2458,7490,4099
2459,7018,3844
2460,7221,4084
2461,7220,3872
2462,7414,3973
2463,6938,3905
2464,7270,4073
2465,7115,3940
2466,7457,4058
2467,7215,3879
2468,6908,4095
2469,6847,3896
2470,6945,4000
2471,6826,3886
2472,7211,4006
2473,7128,3910
2474,7060,4092
2475,6819,3900
2476,7066,4088
2477,6902,4125
2478,6876,4022
2479,6955,4152
2480,7492,4037
2481,7087,3897
2482,7051,4016
2483,6906,3942
2484,7110,4013
2485,7066,3878
2486,6992,4072
2487,6999,3989
2488,7111,4083
2489,6901,3931
2490,6904,4037
2491,7054,3909
2492,6913,4148
2493,7057,3985
2494,7012,4074
2495,6853,4005
2496,7089,4014
2497,6897,3894
2498,6872,4119
2499,7035,4004
2500,7003,4043
2501,7203,3927
2502,7100,4050
2503,7148,3988
2504,6970,4044
2505,6890,3985
2506,7112,3968
2507,7051,4005
2508,7563,3965
2509,7192,3905
2510,7759,3991
2511,7274,3943
2512,7290,3997
2513,7213,3949
2514,7400,4113
2515,7221,3947
2516,7394,3971
2517,7242,4000
2518,7188,3997
2519,7347,4018
2520,7436,3994
2521,7126,3988
2522,7771,4039
2523,7153,4086
2524,7373,4046
2525,7291,4060
2526,7313,4073
2527,7066,4088
2528,7031,3967
2529,7244,3984
2530,7411,4006
2531,7297,3980
2532,7340,4043
2533,7202,4175
2534,7863,4093
2535,7402,4019
2536,7801,4004
2537,7932,4049
2538,7406,4004
2539,7461,4098
2540,7300,4041
2541,6928,4083
2542,7740,4036
2543,7328,4136
2544,6987,3957
2545,7135,4192
2546,7315,4051
2547,7108,4216
2548,7191,3971
2549,7119,5033
2550,7415,4058
2551,7241,4144
2552,7803,4395
2553,7400,4040
2554,7472,4051
2555,7120,4107
2556,7391,4071
2557,7144,4047
2558,7314,4398
2559,7299,4012
2560,7257,4180
2561,7167,4068
2562,7405,4194
2563,7383,4173
2564,7686,4112
2565,7983,4045
2566,8197,4469
2567,7572,4136
2568,7496,4224
2569,7475,4260
2570,7856,4418
2571,7510,4244
2572,7708,4102
2573,7500,4094
2574,7289,4103
2575,7257,4072
2576,7236,4167
2577,7141,4192
2578,7248,4083
2579,7354,4138
2580,7177,4233
2581,7202,4545
2582,7473,4078
2583,7257,4287
2584,7903,4019
2585,7171,4232
2586,7154,4252
2587,7295,4477
2588,7209,4096
2589,7356,4156
2590,7246,4085
2591,7279,4088
2592,7310,4109
2593,7174,4093
2594,7220,4062
2595,7487,4154
2596,7409,4085
2597,7660,4096
2598,7403,4152
2599,7414,4091
2600,7514,4118
2601,7500,4091
2602,7301,4219
2603,7158,4100
2604,7587,4255
2605,7574,4113
2606,7484,4180
2607,8116,4124
2608,7726,4300
2609,7793,4175
2610,8449,4278
2611,7570,4114
2612,7622,4101
2613,7710,4104
2614,7525,4119
2615,7241,4165
2616,7220,4240
2617,7445,4184
2618,7427,4161
2619,7496,4309
2620,7723,4137
2621,7413,4364
2622,7560,4133
2623,7362,4310
2624,7804,4249
2625,7490,4305
2626,7286,4202
2627,7607,4180
2628,7375,4179
2629,7687,4203
2630,7461,4187
2631,7745,4158
2632,7265,4160
2633,7329,4120
2634,7239,4160
2635,7348,4186
2636,7491,4429
2637,7796,4139
2638,7489,4276
2639,7706,4210
2640,7390,4209
2641,7602,4369
2642,7507,4361
2643,7662,4178
2644,7178,4169
2645,8038,4268
2646,7602,4209
2647,8072,4235
2648,7576,4255
2649,7747,4394
2650,7556,4185
2651,7534,4373
2652,7412,4213
2653,7771,4655
2654,7521,4320
2655,7594,4357
2656,7573,4348
2657,7632,4368
2658,7572,4343
2659,7978,4334
2660,7478,4322
2661,7487,4207
2662,7440,4318
2663,7497,4211
2664,7613,4358
2665,7643,4231
2666,7646,4505
2667,8054,5114
2668,7556,4319
2669,7940,4311
2670,7547,4161
2671,7429,4304
2672,7371,4147
2673,7960,4367
2674,7611,4166
2675,8081,4375
2676,7753,4115
2677,7923,4172
2678,7424,4120
2679,8136,4185
2680,7537,4119
2681,7607,4160
2682,7382,4118
2683,7619,4132
2684,7515,4137
2685,7415,4154
2686,7882,4306
2687,7838,4137
2688,7600,4275
2689,7961,4123
2690,7726,4267
2691,8095,4199
2692,7576,4296
2693,7800,4163
2694,7560,4321
2695,7468,4201
2696,7730,4246
2697,7748,4190
2698,7950,4143
2699,8044,4602
2700,7781,4300
2701,7740,4311
2702,7393,4177
2703,7428,4329
2704,7554,4210
2705,7989,4292
2706,7883,4167
2707,8071,4296
2708,7950,4184
2709,7599,4203
2710,7761,4169
2711,7774,4164
2712,7582,4171
2713,7777,4181
2714,8294,4162
2715,7842,4184
2716,7733,4316
2717,7859,4188
2718,7836,4386
2719,8170,4456
2720,7685,4380
2721,7823,4266
2722,7941,4416
2723,7807,4354
2724,7860,4289
2725,7699,4255
2726,7538,4277
2727,7710,4342
2728,7567,4233
2729,7886,4412
2730,7743,4352
2731,8077,4430
2732,7847,4253
2733,7709,4302
2734,7769,4255
2735,7878,4263
2736,8038,4329
2737,7868,4250
2738,7554,4407
2739,7843,4331
2740,7617,4585
2741,7980,4287
2742,7817,4294
2743,7910,4382
2744,7755,4263
2745,8491,4311
2746,7874,4312
2747,7818,4410
2748,8147,4285
2749,7972,4565
2750,7770,4367
2751,7761,4435
2752,7946,4281
2753,7857,4327
2754,7958,4343
2755,7971,4296
2756,7812,4340
2757,7669,4366
2758,7666,4505
2759,7677,4290
2760,7782,4468
2761,7690,4465
2762,7896,4350
2763,7935,4290
2764,7938,4447
2765,7908,4338
2766,7809,4315
2767,8064,4490
2768,7898,4350
2769,7761,4443
2770,7795,4303
2771,8019,4531
2772,7771,4348
2773,7982,4375
2774,7988,4334
2775,8043,4393
2776,8120,4417
2777,8124,4323
2778,7852,4468
2779,8077,4316
2780,7922,4335
2781,8444,4773
2782,7669,5238
2783,7886,4517
2784,7685,4543
2785,8088,4489
2786,7914,4413
2787,8015,4346
2788,7714,4471
2789,8069,4404
2790,8240,4469
2791,8058,4376
2792,8402,4528
2793,8062,4502
2794,7912,4390
2795,7865,4340
2796,7914,4345
2797,7859,4420
2798,7765,4375
2799,8142,4554
2800,8027,4339
2801,7815,4485
2802,7755,4431
2803,7953,4401
2804,8131,4424
2805,8128,4390
2806,7751,4479
2807,8224,4426
2808,8283,4755
2809,8440,4371
2810,7851,4697
2811,9285,4382
2812,8307,4391
2813,8533,4926
2814,7991,4882
2815,7949,4775
2816,7942,4405
2817,8095,4677
2818,8014,4488
2819,8004,4391
2820,7894,4508
2821,8048,4489
2822,7906,4576
2823,7807,4436
2824,8007,4441
2825,8129,4415
2826,8131,4418
2827,7973,4539
2828,8157,4450
2829,8065,4687
2830,8334,4624
2831,7872,4422
2832,8076,4444
2833,8026,4421
2834,8046,4562
2835,8163,4462
2836,8113,4572
2837,8095,4571
2838,7958,4601
2839,8833,4438
2840,7982,4457
2841,8065,4431
2842,7950,4776
2843,8268,4743
2844,8154,4851
2845,7986,4567
2846,7888,4466
2847,8162,4437
2848,8055,4656
2849,7928,4441
2850,7886,4583
2851,8311,4562
2852,8142,4458
2853,8214,4611
2854,8195,4504
2855,8377,4624
2856,8309,4495
2857,8135,4562
2858,8448,4496
2859,7994,4466
2860,8160,4465
2861,8191,4584
2862,7990,4770
2863,8413,4472
2864,8033,4616
2865,8447,4555
2866,8160,4525
2867,8127,4503
2868,7953,4529
2869,8000,4671
2870,7977,4461
2871,8024,4678
2872,8002,4472
2873,7941,4485
2874,7952,4586
2875,7921,4478
2876,8050,4698
2877,8320,4642
2878,8280,4526
2879,8449,4579
2880,8271,4526
2881,8207,4597
2882,8146,4474
2883,8399,4668
2884,8257,4492
2885,8337,4585
2886,8442,4495
2887,8160,4497
2888,8282,4654
2889,8035,4577
2890,8221,4579
2891,8083,5757
2892,8188,4513
2893,8436,4756
2894,8351,4482
2895,8299,4583
2896,8145,4788
2897,8337,4699
2898,7989,4797
2899,8014,4747
2900,8022,4501
2901,7990,4511
2902,8033,4616
2903,8399,4673
2904,8384,4552
2905,8412,4499
2906,8109,4501
2907,8241,4501
2908,8415,4636
2909,8366,4643
2910,8474,4698
2911,7985,4519
2912,8228,4603
2913,8193,4502
2914,8463,4546
2915,8571,4715
2916,8605,4545
2917,8449,4652
2918,8587,4635
2919,8405,4550
2920,8331,4747
2921,8415,4527
2922,8212,5050
2923,8649,4528
2924,8476,4576
2925,8317,4794
2926,8330,4556
2927,8490,4716
2928,8313,4572
2929,8465,4601
2930,8323,4536
2931,8452,4573
2932,8535,4695
2933,8465,4561
2934,8523,4667
2935,8392,4574
2936,8245,4601
2937,8272,4687
2938,8138,4617
2939,8387,4749
2940,8221,4679
2941,8493,4658
2942,8445,4586
2943,8606,4612
2944,8466,4760
2945,8421,4595
2946,8399,4587
2947,8405,4602
2948,8213,4615
2949,8566,4794
2950,8415,4607
2951,8559,4752
2952,8334,4565
2953,8349,4576
2954,8125,4764
2955,8135,4605
2956,8146,4823
2957,8141,4642
2958,8159,4695
2959,8622,4763
2960,8182,4627
2961,8465,4755
2962,8451,4656
2963,8568,4649
2964,8477,4742
2965,8199,4673
2966,8277,4794
2967,8592,4619
2968,8679,4633
2969,8525,4595
2970,8534,4604
2971,8212,4833
2972,8393,4609
2973,8623,4722
2974,8492,4650
2975,8519,4662
2976,9008,4847
2977,8574,4719
2978,8339,4820
2979,8652,5003
2980,8611,4926
2981,8535,4849
2982,8424,4650
2983,8306,4680
2984,8440,4836
2985,8542,4675
2986,8655,4681
2987,8478,4712
2988,8660,4722
2989,8327,4828
2990,8531,4653
2991,8260,4767
2992,8527,4673
2993,8571,4656
2994,8528,5829
2995,8274,4686
2996,8361,5803
2997,8357,4926
2998,8561,4724
2999,8734,4668
3000,8670,4683
3001,8471,4781
3002,8513,6426
3003,8513,5894
3004,8636,5114
3005,8441,5026
3006,8460,4853
3007,8689,5000
3008,8404,4988
3009,8488,4840
3010,8374,4830
3011,8465,4883
3012,8404,4819
3013,8450,4793
3014,8396,4855
3015,8363,4815
3016,8572,4801
3017,8842,4769
3018,8485,4728
3019,8528,4795
3020,8811,4955
3021,8416,4872
3022,8371,4761
3023,8298,4820
3024,8519,5119
3025,8326,4829
3026,8389,5123
3027,8654,5022
3028,8725,4856
3029,8662,4823
3030,8541,4790
3031,8682,4879
3032,8646,5100
3033,8703,4822
3034,8345,4872
3035,8838,4913
3036,8444,4888
3037,8780,4932
3038,8627,4838
3039,8765,4862
3040,9601,5195
3041,8533,4839
3042,8386,4873
3043,8386,4833
3044,8500,4817
3045,8633,4957
3046,8641,4872
3047,8710,4989
3048,8518,5035
3049,8633,4853
3050,8375,5027
3051,8649,4963
3052,8430,4871
3053,8703,5048
3054,8481,4829
3055,8644,4836
3056,8416,4956
3057,8834,4929
3058,8792,5355
3059,8826,4883
3060,8838,4908
3061,8718,4949
3062,8553,4929
3063,8735,4907
3064,8683,4901
3065,8901,4890
3066,8801,5017
3067,8707,4947
3068,8723,4974
3069,9022,5053
3070,8784,5004
3071,8816,4886
3072,8562,6126
3073,8535,5234
3074,8986,5048
3075,8788,4874
3076,9070,4821
3077,8670,4946
3078,8554,5014
3079,8457,4916
3080,8764,5162
3081,8522,4931
3082,8730,5097
3083,8423,4993
3084,8755,4830
3085,8908,5053
3086,9001,5009
3087,8805,5195
3088,8838,5305
3089,8608,4851
3090,8886,4921
3091,8814,5160
3092,8809,4996
3093,8867,5349
3094,8592,5331
3095,9352,4927
3096,8927,5060
3097,8963,4987
3098,8933,4952
3099,8898,5130
3100,9336,5049
3101,8982,4953
3102,8883,5162
3103,8917,5288
3104,9045,5039
3105,9023,4938
3106,9013,4914
3107,8965,5047
3108,9137,4903
3109,8986,4880
3110,9049,5025
3111,8884,4844
3112,8639,4937
3113,8970,4946
3114,8997,4886
3115,9033,5207
3116,8959,4992
3117,8577,4960
3118,8737,5274
3119,8924,4890
3120,8991,4994
3121,9004,5021
3122,8837,4937
3123,8915,5025
3124,8946,5023
3125,9110,4997
3126,9309,5152
3127,9050,5010
3128,8755,4943
3129,8743,5104
3130,9024,4960
3131,8776,4912
3132,8854,5232
3133,9147,5037
3134,9105,5053
3135,8904,4958
3136,8794,4982
3137,9054,5194
3138,8907,4992
3139,9030,5053
3140,9074,5107
3141,9041,4981
3142,9053,4969
3143,9244,5178
3144,9043,5030
3145,8990,5042
3146,9073,4976
3147,9066,4988
3148,8951,5224
3149,9107,5152
3150,9051,5156
3151,9097,5127
3152,9080,5006
3153,9119,5064
3154,9050,5235
3155,9065,4926
3156,9150,5116
3157,9175,5236
3158,9096,5031
3159,9210,5128
3160,9074,5020
3161,9521,5075
3162,9138,5030
3163,9533,5031
3164,9154,5089
3165,9114,5250
3166,9033,4932
3167,9165,4978
3168,9409,5218
3169,9486,5109
3170,9179,5153
3171,9117,5584
3172,8947,5041
3173,9124,5219
3174,8935,5143
3175,9144,4987
3176,9060,7738
3177,9079,5345
3178,8969,5040
3179,9133,5230
3180,9027,5114
3181,9156,4893
3182,9045,4970
3183,9206,5072
3184,9172,4955
3185,9440,5047
3186,9192,4888
3187,9173,4915
3188,9187,5066
3189,9184,4923
3190,9373,4909
3191,9489,5037
3192,9075,4901
3193,9251,5065
3194,9184,4934
3195,9169,5013
3196,9008,5018
3197,9154,4924
3198,9097,5006
3199,9502,5141
3200,9066,4950
3201,9490,5120
3202,9208,5185
3203,9231,5386
3204,9138,5020
3205,9235,4922
3206,9308,4931
3207,9228,5050
3208,9067,4945
3209,9240,4932
3210,9181,5161
3211,9556,4937
3212,9139,4940
3213,9349,5080
3214,9150,4935
3215,9512,5113
3216,9151,4957
3217,9535,4936
3218,9245,5116
3219,9385,4950
3220,9597,4940
3221,9339,5172
3222,9317,4953
3223,9288,4945
3224,9196,4976
3225,9294,4985
3226,9379,5070
3227,9352,4947
3228,9305,4947
3229,9292,5079
3230,9132,4955
3231,9249,5092
3232,9234,5240
3233,9611,4993
3234,9308,5034
3235,9584,4952
3236,9346,4975
3237,9965,5110
3238,9279,5036
3239,9367,4986
3240,9274,5087
3241,9331,5167
3242,9229,4984
3243,9347,5091
3244,9485,5035
3245,9510,5003
3246,9269,5028
3247,9299,4991
3248,9400,5278
3249,9994,4977
3250,9365,5097
3251,9472,5131
3252,9284,5010
3253,9445,5001
3254,9393,5189
3255,9454,5090
3256,9285,5048
3257,9365,5122
3258,9285,4997
3259,9451,5748
3260,9323,5134
3261,9376,4993
3262,9385,5129
3263,9405,5025
3264,9422,5045
3265,9486,5144
3266,9323,5000
3267,9461,5054
3268,9658,5443
3269,9414,5359
3270,9561,5040
3271,9424,5517
3272,9424,5037
3273,9415,5050
3274,9279,5266
3275,9473,5030
3276,9466,5048
3277,9718,5266
3278,9436,5031
3279,9504,5096
3280,9466,5067
3281,9707,5051
3282,9412,5155
3283,9566,5053
3284,9510,5093
3285,9480,5244
3286,9447,5061
3287,9574,5101
3288,9409,5220
3289,9807,5051
3290,9455,5096
3291,9458,5187
3292,9535,5032
3293,9484,5227
3294,9607,5216
3295,9779,5050
3296,9487,5185
3297,9553,5173
3298,9496,5060
3299,9568,5268
3300,9504,5674
3301,9690,5291
3302,9770,5397
3303,9617,5283
3304,9546,5248
3305,9598,5184
3306,9409,5262
3307,9651,5208
3308,9622,5178
3309,9507,5246
3310,9583,5198
3311,9534,5208
3312,9598,5441
3313,9554,5170
3314,9588,5273
3315,9919,5336
3316,9572,5260
3317,9608,5248
3318,9526,5320
3319,9572,5350
3320,9331,5234
3321,9780,6048
3322,9744,5262
3323,9615,5229
3324,9425,5233
3325,9860,5289
3326,9511,5264
3327,9600,5468
3328,9556,5247
3329,9587,5353
3330,9616,5386
3331,9988,5265
3332,9438,5212
3333,9935,5427
3334,9550,5167
3335,9692,5289
3336,9341,5421
3337,9651,5312
3338,9657,5311
3339,9662,5392
3340,9627,5366
3341,9621,5259
3342,9460,5638
3343,9730,5309
3344,9590,5527
3345,9656,5556
3346,9667,5411
3347,9630,5250
3348,9754,5294
3349,9639,5750
3350,9476,5663
3351,10013,5525
3352,9388,5596
3353,9527,5330
3354,9566,5394
3355,9631,5262
3356,9372,5347
3357,9710,5270
3358,9675,5424
3359,9927,5266
3360,9378,5325
3361,9691,5452
3362,9677,6457
3363,9699,5569
3364,9669,5419
